link,full_name,description,year,mileage_km,fuel_type,price_pln,offer_from,show_vin_offers,has_registration_number,brand,model,version,generation,production_year,mileage,engine_capacity_detail,fuel_type_detail,power,gearbox,autonomy,drive,battery_capacity,type_of_battery_property,fuel_consumption_average,fuel_consumption_outside_city,fuel_consumption_in_city,damaged,body_type,co2_emission,number_of_doors,number_of_seats,color,color_type,manufacturers_warranty_period,or_warranty_up_to_km,country_of_origin,first_registration_date,registration_number,registered_in_poland,first_owner,accident_free,serviced_at_dealership,condition
https://www.otomoto.pl/osobowe/oferta/audi-a6-allroad-3-0-tdi-quattro-s-tronic-model-2017-przygotowany-do-rejestracji-ID6G6M4s.html,Audi A6 Allroad 3.0 TDI Quattro S tronic,"2 967 cm3 • 218 KM • 3.0 TDI Quattro S tronic, model 2017, przygotowany do rejestracji",2016,199 500 km,Diesel,99 000,Prywatne,Tak,Tak,Audi,A6 Allroad,3.0 TDI Quattro S tronic,C7 (2012-),2016,199 500 km,2 967 cm3,Diesel,218 KM,Automatyczna,,4x4 (stały),,,,4.0 l/100km,5 l/100km,Kombi,,133 g/km,5,5,Brązowy,Metalik,,,Szwecja,04 sierpień 2016,JLJ683,,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-2-0-35-tfsi-advanced-avant-150km-ID6GdThL.html,Audi A4,1 984 cm3 • 150 KM • 2.0 35 TFSI Advanced Avant (150KM),2024,1 km,Benzyna,168 900,Firma,,,Audi,A4,,B9 (2015-),2024,1 km,1 984 cm3,Benzyna,150 KM,Automatyczna,,Na przednie koła,,,,4 l/100km,7 l/100km,Kombi,,,5,5,Biały,Metalik,,,Polska,,,,,Tak,,Nowe
https://www.otomoto.pl/osobowe/oferta/audi-a6-okazja-27-az-90-tys-pln-taniej-ID6FSs75.html,Audi A6 40 TDI mHEV Quattro Sport S tronic,1 968 cm3 • 204 KM • Okazja -27% - aż 90 tys. PLN taniej,2023,3 400 km,Diesel,249 997,Prywatne,Tak,Tak,Audi,A6,40 TDI mHEV Quattro Sport S tronic,C8 (2018-),2023,3 400 km,1 968 cm3,Diesel,204 KM,Automatyczna,,4x4 (stały),,,,4.0 l/100km,5 l/100km,Kombi,,125 g/km,5,5,Srebrny,,7 Sierpnia 2028,150 000 km,Polska,,,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a3-audi-a3-krajowy-niski-przebieg-osoba-prywatna-ID6GdSpy.html,Audi A3 1.5 TFSI S tronic,1 498 cm3 • 150 KM • Audi A3 Krajowy niski przebieg osoba prywatna,2019,52 000 km,Benzyna,9 749 999,Prywatne,Tak,Tak,Audi,A3,1.5 TFSI S tronic,8V (2012-),2019,52 000 km,1 498 cm3,Benzyna,150 KM,Automatyczna,,,,,,,6 l/100km,Sedan,,,4,,Biały,,,,Polska,30 lipiec 2019,SZO9KJ2,Tak,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-f-ra-vat-salon-pl-245km-tfsi-quattro-s-line-ID6FqoIp.html,Audi A4 45 TFSI mHEV Quattro S Line S tronic,1 984 cm3 • 245 KM • F-ra VAT Salon PL 245KM TFSI Quattro S line,2019,84 150 km,Benzyna,119 500,Prywatne,Tak,Tak,Audi,A4,45 TFSI mHEV Quattro S Line S tronic,B9 (2015-),2019,84 150 km,1 984 cm3,Benzyna,245 KM,Automatyczna,,4x4 (dołączany automatycznie),,,,,7 l/100km,Sedan,,,4,5,Czarny,Metalik,,,Polska,24 maj 2019,WI 038JK,Tak,,,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-audi-a4-combi-stan-igla-ID6GdR3p.html,Audi A4 2.0 TDI Limited Edition Multitr,1 968 cm3 • 143 KM • Audi A4 Combi Stan Igła,2010,345 000 km,Diesel,31 000,Prywatne,Tak,Tak,Audi,A4,2.0 TDI Limited Edition Multitr,B8 (2007-2015),2010,345 000 km,1 968 cm3,Diesel,143 KM,Automatyczna,,Na przednie koła,,,,5.0 l/100km,7 l/100km,Kombi,,155 g/km,5,5,Czarny,,,,,,,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a6-audi-a6-avant-3-0-tdi-ID6FWtod.html,Audi A6 3.0 TDI Multitronic,2 967 cm3 • 204 KM • Audi a6 avant 3.0 tdi,2011,341 586 km,Diesel,45 000,Prywatne,Tak,Tak,Audi,A6,3.0 TDI Multitronic,C7 (2011-2018),2011,341 586 km,2 967 cm3,Diesel,204 KM,Automatyczna,,Na przednie koła,,,,4.0 l/100km,5 l/100km,Kombi,,136 g/km,5,5,Brązowy,,,,,,,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a6-pierwszy-wlasciciel-bardzo-dobry-stan-ID6GdO5C.html,Audi A6,1 968 cm3 • 204 KM • Pierwszy właściciel - bardzo dobry stan,2021,119 530 km,Diesel,180 000,Prywatne,Tak,Tak,Audi,A6,,C8 (2018-),2021,119 530 km,1 968 cm3,Diesel,204 KM,Automatyczna,,4x4 (dołączany automatycznie),,,,,,Sedan,,,5,5,Szary,,,,Polska,,,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a6-fv-23-quattro-s-line-matrix-beam-recaro-webasto-hak-ID6GcYSB.html,Audi A6,1 968 cm3 • 204 KM • FV 23% / QUATTRO / S-LINE / MATRIX BEAM / RECARO / Webasto / Hak,2020,95 000 km,Diesel,154 900,Firma,Tak,Tak,Audi,A6,,C8 (2018-),2020,95 000 km,1 968 cm3,Diesel,204 KM,Automatyczna,,4x4 (stały),,,,,,Kombi,,,5,5,Granatowy,Metalik,,,Niemcy,,RECARO,,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a6-audi-a6-3-2-fsi-2005-ID6GdSWY.html,Audi A6 3.2 FSI Quattro Tiptr,3 123 cm3 • 255 KM • Audi A6 3.2 FSI 2005,2005,236 000 km,Benzyna,29 900,Prywatne,Tak,Tak,Audi,A6,3.2 FSI Quattro Tiptr,C6 (2004-2011),2005,236 000 km,3 123 cm3,Benzyna,255 KM,Automatyczna,,4x4 (stały),,,,8.0 l/100km,15 l/100km,Kombi,,,5,5,Niebieski,Metalik,,,Szwajcaria,17 maj 2005,DJ2909C,Tak,,Tak,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-audi-a4-allroad-2-0-tfsi-ID6Gc9KH.html,Audi A4 2.0 TFSI Quattro S tronic,1 984 cm3 • 224 KM • Audi A4 Allroad 2.0 TFSI,2014,170 110 km,Benzyna,65 890,Prywatne,Tak,Tak,Audi,A4,2.0 TFSI Quattro S tronic,B8 (2007-2015),2014,170 110 km,1 984 cm3,Benzyna,224 KM,Automatyczna,,4x4 (stały),,,,5.0 l/100km,8 l/100km,Kombi,,159 g/km,5,5,Czarny,Metalik,,,Polska,27 sierpień 2014,KR838YT,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a6-salon-polska-stan-idealny-serwisowany-w-aso-sline-ID6G9HBE.html,Audi A6 2.0 TDI ultra S tronic,"1 968 cm3 • 190 KM • Salon Polska, stan idealny, serwisowany w ASO, sline",2017,131 000 km,Diesel,107 900,Prywatne,Tak,Tak,Audi,A6,2.0 TDI ultra S tronic,C7 (2011-2018),2017,131 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,,Na przednie koła,,,,4.0 l/100km,5 l/100km,Kombi,,119 g/km,5,5,Brązowy,,,,Polska,30 styczeń 2018,WGM94449,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-s-line-salonpl-automat-fv23-led-navi-tempomat-gwarancja-ID6Gc5TQ.html,Audi A4 2.0 TDI S tronic,1 968 cm3 • 150 KM • S-Line SalonPL Automat FV23% LED Navi Tempomat Gwarancja,2019,146 000 km,Diesel,100 900,Firma,Tak,Tak,Audi,A4,2.0 TDI S tronic,B9 (2015-),2019,146 000 km,1 968 cm3,Diesel,150 KM,Automatyczna,,Na przednie koła,,,,,4 l/100km,Sedan,,,4,5,Czarny,Metalik,,,Polska,05 sierpień 2019,WE354WW,Tak,,Tak,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a5-quattro-s-line-ID6Gd9Qi.html,Audi A5 Sportback 2.0 TFSI quattro S tronic sport,1 984 cm3 • 252 KM • Quattro S-line,2017,95 000 km,Benzyna,69 000,Firma,Tak,,Audi,A5,Sportback 2.0 TFSI quattro S tronic sport,F5 (2016-),2017,95 000 km,1 984 cm3,Benzyna,252 KM,Automatyczna,,4x4 (dołączany automatycznie),,,,5.6 l/100km,8 l/100km,Sedan,Tak,147 g/km,5,5,Inny kolor,Metalik,,,,,,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-audi-a4-allroad-40-tdi-mhev-quattro-ID6FNBfo.html,Audi A4 40 TDI mHEV Quattro Advanced S tronic,1 968 cm3 • 204 KM • AUDI A4 Allroad 40 Tdi Mhev Quattro,2022,23 587 km,Diesel,148 000,Prywatne,Tak,Tak,Audi,A4,40 TDI mHEV Quattro Advanced S tronic,B9 (2015-),2022,23 587 km,1 968 cm3,Diesel,204 KM,Automatyczna,,4x4 (stały),,,,4.0 l/100km,5 l/100km,Kombi,,120 g/km,5,5,Biały,,,,Niemcy,28 luty 2022,KGR03546,Tak,,,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-q7-salon-1-szy-wlasciciel-serwis-hak-ID6FRUm1.html,Audi Q7 45 TDI mHEV Quattro S Line Tiptr,"2 967 cm3 • 231 KM • Salon, 1-szy właściciel, serwis, hak",2021,50 000 km,Diesel,269 000,Prywatne,Tak,Tak,Audi,Q7,45 TDI mHEV Quattro S Line Tiptr,II (2015-),2021,50 000 km,2 967 cm3,Diesel,231 KM,Automatyczna,,4x4 (stały),,,,5.0 l/100km,8 l/100km,SUV,,181 g/km,5,5,Szary,,,,,,,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-audi-a4-b8-kombi-ID6GdSRM.html,Audi A4 2.0 TDI,1 968 cm3 • 143 KM • AUDI A4 B8 kombi,2008,412 000 km,Diesel,23 900,Prywatne,Tak,Tak,Audi,A4,2.0 TDI,B8 (2007-2015),2008,412 000 km,1 968 cm3,Diesel,143 KM,Manualna,,Na przednie koła,,,,4.0 l/100km,5 l/100km,Kombi,,124 g/km,5,5,Szary,Metalik,,,Niemcy,,,Tak,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a7-audi-a7-2023-quattro-matrix-led-s-line-okazja-ID6FHBPg.html,Audi A7 40 TDI mHEV Quattro S tronic,"1 968 cm3 • 204 KM • Audi A7 2023 quattro, matrix led, s-line OKAZJA",2023,16 000 km,Diesel,316 985,Prywatne,Tak,Tak,Audi,A7,40 TDI mHEV Quattro S tronic,C8 (2018-),2023,16 000 km,1 968 cm3,Diesel,204 KM,Automatyczna,,4x4 (dołączany automatycznie),,,,4.0 l/100km,5 l/100km,Coupe,,124 g/km,5,5,Biały,Metalik,,,Polska,,,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-bezwypadkowy-serwisowany-manual-diesel-ultra-150-km-ID6GcWUT.html,Audi A4 Avant 2.0 TDI ultra design,1 968 cm3 • 150 KM • Bezwypadkowy Serwisowany Manual Diesel Ultra 150 KM,2018,171 500 km,Diesel,69 900,Prywatne,Tak,Tak,Audi,A4,Avant 2.0 TDI ultra design,B9 (2015-),2018,171 500 km,1 968 cm3,Diesel,150 KM,Manualna,,Na przednie koła,,,,3.6 l/100km,"4,70 l/100km",Kombi,,104 g/km,5,5,Srebrny,Metalik,,,Belgia,04 lipiec 2018,DW5XX05,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-audi-a4-35-tdi-12-2022-4000-km-ID6FOSQT.html,Audi A4 35 TDI mHEV Advanced S tronic,1 968 cm3 • 163 KM • AUDI A4 35 TDI 12.2022 4000 KM,2022,4 135 km,Diesel,134 000,Prywatne,Tak,Tak,Audi,A4,35 TDI mHEV Advanced S tronic,B9 (2015-),2022,4 135 km,1 968 cm3,Diesel,163 KM,Automatyczna,,Na przednie koła,,,,4.0 l/100km,4 l/100km,Kombi,,114 g/km,5,5,Czarny,,,,,02 grudzień 2022,KGR04193,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a6-audi-a6-45-3-0-tdi-allroad-bezwypadkowy-ID6GdKRv.html,Audi A6 Avant 45 TDI quattro tiptronic,2 967 cm3 • 231 KM • Audi A6 45 3.0 tdi Allroad Bezwypadkowy,2019,154 000 km,Diesel,178 999,Firma,Tak,,Audi,A6,Avant 45 TDI quattro tiptronic,C8 (2018-),2019,154 000 km,2 967 cm3,Diesel,231 KM,Automatyczna,,4x4 (stały),,,,5.3 l/100km,"6,20 l/100km",Kombi,,147 g/km,5,5,Brązowy,,,,Szwecja,,,,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a6-stan-bardzo-dobry-serwisowany-ID6G3OAA.html,Audi A6 55 TFSI mHEV Quattro S Line S tronic,"2 995 cm3 • 340 KM • Stan bardzo dobry, serwisowany",2021,66 000 km,Benzyna,193 000,Prywatne,Tak,Tak,Audi,A6,55 TFSI mHEV Quattro S Line S tronic,C8 (2018-),2021,66 000 km,2 995 cm3,Benzyna,340 KM,Automatyczna,,4x4 (stały),,,,6.0 l/100km,10 l/100km,Sedan,,173 g/km,5,5,Czarny,,,,Stany Zjednoczone,,,Tak,,,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-q5-50tfsi-phevhybrid-automat-299km-quattro-elhak-bezwypadkowy-serwisowany-ID6GcYKk.html,Audi Q5,1 984 cm3 • 265 KM • 50TFSI/PHEVhybrid/Automat/299KM/Quattro/elHak/Bezwypadkowy/Serwisowany,2020,114 000 km,Hybryda,153 999,Prywatne,Tak,Tak,Audi,Q5,,FY (2017-),2020,114 000 km,1 984 cm3,Hybryda,265 KM,Automatyczna,,4x4 (stały),,,,5.0 l/100km,7 l/100km,SUV,,142 g/km,5,5,Granatowy,Perłowy,,,Niemcy,,,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-q5-50tfsi-phevhybrid-automat-299km-quattro-elhak-bezwypadkowy-serwisowany-ID6GcYKk.html,Audi Q5,1 984 cm3 • 265 KM • 50TFSI/PHEVhybrid/Automat/299KM/Quattro/elHak/Bezwypadkowy/Serwisowany,2020,114 000 km,Hybryda,153 999,Prywatne,Tak,Tak,Audi,Q5,,FY (2017-),2020,114 000 km,1 984 cm3,Hybryda,265 KM,Automatyczna,,4x4 (stały),,,,5.0 l/100km,7 l/100km,SUV,,142 g/km,5,5,Granatowy,Perłowy,,,Niemcy,,,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a6-competition-s-line-zamiana-ID6GcYKg.html,Audi A6 3.0 TDI Quattro Competition Tiptr,2 967 cm3 • 326 KM • Competition S-line zamiana,2017,240 000 km,Diesel,129 900,Prywatne,Tak,Tak,Audi,A6,3.0 TDI Quattro Competition Tiptr,C7 (2011-2018),2017,240 000 km,2 967 cm3,Diesel,326 KM,Automatyczna,,4x4 (stały),,,,5.0 l/100km,7 l/100km,Kombi,,164 g/km,5,5,Inny kolor,,,,,12 maj 2017,Xxx,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-q5-ID6FNm8l.html,Audi Q5 40 TDI quattro S tronic,1 968 cm3 • 204 KM,2022,19 000 km,Diesel,193 900,Firma,Tak,,Audi,Q5,40 TDI quattro S tronic,FY (2017-),2022,19 000 km,1 968 cm3,Diesel,204 KM,Automatyczna,,4x4 (stały),,,,,,SUV,,,5,5,Biały,,,,,06 wrzesień 2022,,,,,,Używane
"https://carsmile.pl/oferta/audi/a4/sedan/-leasing-wynajem-dlugoterminowy?code=139137-41&finance_type=rent&contract_period=36&utm_source=otomoto&utm_medium=native&utm_campaign=listing&utm_content=ad_block&utm_term=audi-a4-sedan,audi,,,,,,,,,,,,,,,,&utm_campaign_id=3-4",AUDI A4 Sedan A4 35 TFSI mHEV S tronic,1984 cm3,2024,2 km,Petrol,123 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.otomoto.pl/osobowe/oferta/audi-a3-35-tfsi-mhev-s-tronic-ID6GcYED.html,Audi A3 35 TFSI mHEV S tronic,1 498 cm3 • 150 KM • 35 TFSI mHEV S tronic,2024,1 km,Benzyna,146 810,Firma,,,Audi,A3,35 TFSI mHEV S tronic,8Y (2020 - ),2024,1 km,1 498 cm3,Benzyna,150 KM,Automatyczna,,Na przednie koła,,,,,6 l/100km,Auta miejskie,,109 g/km,5,5,Czarny,,,,,,,,,Tak,,Nowe
https://www.otomoto.pl/osobowe/oferta/audi-a5-audi-a5-sportback-2-0tdi-ID6GcKj5.html,Audi A5,1 968 cm3 • 177 KM • Audi A5 Sportback 2.0TDI,2012,108 450 km,Diesel,62 900,Prywatne,Tak,,Audi,A5,,8T (2007-2016),2012,108 450 km,1 968 cm3,Diesel,177 KM,Manualna,,Na przednie koła,,,,,"5,50 l/100km",Coupe,,,5,4,Biały,Metalik,,,Niemcy,05 czerwiec 2012,,Tak,,,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a6-c8-lim-sport-2-0tfsi-245km-4x4-7g-matrixled-czern-b-o-20-gwfabr2025-ID6G53c2.html,Audi A6 45 TFSI Quattro Sport S tronic,1 984 cm3 • 245 KM • C8 Lim. Sport 2.0TFSI 245KM 4x4 7G MatrixLED Czerń B.O. 20' GwFabr2025,2020,70 246 km,Benzyna,209 900,Firma,Tak,Tak,Audi,A6,45 TFSI Quattro Sport S tronic,C8 (2018-),2020,70 246 km,1 984 cm3,Benzyna,245 KM,Automatyczna,,4x4 (stały),,,,,8 l/100km,Sedan,,,4,5,Biały,Metalik,,,Polska,29 październik 2020,PO7RY02,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a6-a6-50-tdi-2020-rok-286-koni-mozliwa-zamiana-ID6G0wyE.html,Audi A6 50 TDI mHEV Quattro Tiptronic,2 967 cm3 • 286 KM • A6 50 TDI 2020 rok 286 koni Możliwa Zamiana,2020,70 000 km,Diesel,79 000,Prywatne,Tak,Tak,Audi,A6,50 TDI mHEV Quattro Tiptronic,C8 (2018-),2020,70 000 km,2 967 cm3,Diesel,286 KM,Automatyczna,,4x4 (stały),,,,,7 l/100km,Sedan,Tak,,4,5,Czarny,Metalik,,,Niemcy,24 luty 2020,DW9RK03,Tak,,,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a5-audi-a5-sportback-3x-s-line-ID6FXvhe.html,Audi A5 2.0 TFSI Sportback,1 984 cm3 • 179 KM • Audi A5 sportback 3x S line,2009,106 000 km,Benzyna,49 900,Prywatne,Tak,,Audi,A5,2.0 TFSI Sportback,8T (2007-2016),2009,106 000 km,1 984 cm3,Benzyna,179 KM,Manualna,,,,,,,"8,40 l/100km",Coupe,,,5,4,Szary,,,,,,,,,,,Używane
"https://carsmile.pl/oferta/audi/q3/crossover-leasing-wynajem-dlugoterminowy?code=142090-14&finance_type=rent&contract_period=36&utm_source=otomoto&utm_medium=native&utm_campaign=listing&utm_content=ad_block&utm_term=audi-q3-crossover,audi,,,,,,,,,,,,,,,,&utm_campaign_id=3-10",AUDI Q3 Crossover Q3 35 TFSI mHEV Advanced S tronic,1498 cm3,2024,2 km,Petrol,191 369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.otomoto.pl/osobowe/oferta/audi-q7-audi-q7-3-0-tdi-quattro-tiptronic-ID6G4gLt.html,Audi Q7 3.0 TDI Quattro Tiptronic,2 967 cm3 • 272 KM • Audi Q7 3.0 TDI Quattro Tiptronic,2015,193 000 km,Diesel,149 000,Prywatne,Tak,Tak,Audi,Q7,3.0 TDI Quattro Tiptronic,II (2015-),2015,193 000 km,2 967 cm3,Diesel,272 KM,Automatyczna,,4x4 (stały),,,,5.0 l/100km,6 l/100km,SUV,,149 g/km,5,,Brązowy,,,,Polska,,,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-s5-audi-s5-biala-perelka-ID6GdSwX.html,Audi S5,2 995 cm3 • 333 KM • Audi S5 biała perełka,2012,210 000 km,Benzyna,59 900,Prywatne,Tak,,Audi,S5,,,2012,210 000 km,2 995 cm3,Benzyna,333 KM,Automatyczna,,,,,,,,Coupe,,,2,4,Biały,,,,,,,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-audi-na-sprzedaz-ID6GblJd.html,Audi A4 Avant 2.7 TDI DPF,2 698 cm3 • 180 KM • Audi na sprzedaż,2008,220 000 km,Diesel,23 800,Prywatne,Tak,Tak,Audi,A4,Avant 2.7 TDI DPF,B7 (2004-2007),2008,220 000 km,2 698 cm3,Diesel,180 KM,Manualna,,Na przednie koła,,,,5.0 l/100km,9 l/100km,Kombi,,182 g/km,5,5,Czarny,,,,Niemcy,05 marzec 2008,RZ 577EY,Tak,,Tak,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a6-wd0220s-audi-a6-55tfsi-e-quattrosport-stronic-salon-pl-fv-23-ID6GdSsQ.html,Audi A6 55 TFSI e Quattro Sport S tronic,1 984 cm3 • 265 KM • WD0220S # AUDI A6 55TFSI e QuattroSport Stronic#SALON PL#FV 23%,2021,26 763 km,Hybryda Plug-in,217 850,Firma,Tak,Tak,Audi,A6,55 TFSI e Quattro Sport S tronic,C8 (2018-),2021,26 763 km,1 984 cm3,Hybryda Plug-in,265 KM,Automatyczna,,4x4 (stały),,,,,,Sedan,,33 g/km,4,5,Szary,Metalik,,,Polska,16 wrzesień 2021,WD0220S,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-tt-audi-tt-1-8-ID6GcYxv.html,Audi TT Coupe 1.8T,1 781 cm3 • 180 KM • Audi TT 1.8,1999,267 000 km,Benzyna,9 600,Prywatne,Tak,Tak,Audi,TT,Coupe 1.8T,8N (1998-2006),1999,267 000 km,1 781 cm3,Benzyna,180 KM,Manualna,,Na przednie koła,,,,6.0 l/100km,11 l/100km,Coupe,,,2,4,Szary,,,,Niemcy,,,Tak,,,,Używane
"https://carsmile.pl/oferta/audi/a4/kombi-leasing-wynajem-dlugoterminowy?code=139156-7&finance_type=rent&contract_period=36&utm_source=otomoto&utm_medium=native&utm_campaign=listing&utm_content=ad_block&utm_term=audi-a4-kombi,audi,,,,,,,,,,,,,,,,&utm_campaign_id=3-16",AUDI A4 Kombi A4 35 TFSI mHEV Advanced S tronic,1984 cm3,2024,2 km,Petrol,191 473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.otomoto.pl/osobowe/oferta/audi-a6-a6-s-line-204ps-black-edition-radar-kamery-360-3d-panorama-89tkm-ID6GcYvC.html,Audi A6 Avant 40 TDI S tronic S line,1 968 cm3 • 204 KM • A6 S-LINE 204PS BLACK EDITION Radar Kamery 360/3D PANORAMA 89tkm,2020,89 000 km,Diesel,129 900,Firma,Tak,,Audi,A6,Avant 40 TDI S tronic S line,C8 (2018-),2020,89 000 km,1 968 cm3,Diesel,204 KM,Automatyczna,,Na przednie koła,,,,,5 l/100km,Kombi,,,5,5,Biały,Perłowy,,,Niemcy,,,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-rs6-ceramika-bang-olufsen-head-up-skora-audi-exlusive-bezwypadkowy-ID6F0Fp7.html,Audi RS6 4.0 TFSI Quattro Tiptronic,3 993 cm3 • 560 KM • Ceramika\Bang Olufsen\Head up\Skóra Audi Exlusive\bezwypadkowy,2013,135 000 km,Benzyna,220 000,Prywatne,Tak,Tak,Audi,RS6,4.0 TFSI Quattro Tiptronic,,2013,135 000 km,3 993 cm3,Benzyna,560 KM,Automatyczna,,,,,,,"13,40 l/100km",Kombi,,,5,5,Biały,Perłowy,,,Niemcy,26 kwiecień 2013,ST1464N,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-q7-3-0-50-tdi-quattro-s-line-286km-ID6Gcf4e.html,Audi Q7 50 TDI mHEV Quattro S Line Tiptr,2 967 cm3 • 286 KM • 3.0 50 TDI quattro S Line (286KM),2024,1 km,Diesel,502 100,Firma,,,Audi,Q7,50 TDI mHEV Quattro S Line Tiptr,II (2015-),2024,1 km,2 967 cm3,Diesel,286 KM,Automatyczna,,4x4 (stały),,,,6 l/100km,7 l/100km,SUV,,,5,7,Czarny,Metalik,,,Polska,,,,,Tak,,Nowe
https://www.otomoto.pl/osobowe/oferta/audi-a6-allroad-audi-a6-allroad-50-tdi-286km-fv23-bezwypadkowa-idealna-ID6GcYpj.html,Audi A6 Allroad 50 TDI mHEV Quattro Tiptronic,2 967 cm3 • 286 KM • Audi A6 Allroad 50 TDI 286KM FV23 bezwypadkowa idealna,2020,161 900 km,Diesel,174 000,Prywatne,Tak,Tak,Audi,A6 Allroad,50 TDI mHEV Quattro Tiptronic,C8 (2019-),2020,161 900 km,2 967 cm3,Diesel,286 KM,Automatyczna,,4x4 (stały),,,,,,Kombi,,,5,5,Biały,Metalik,,,Niemcy,,,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a3-audi-a3-2-0-tdi-ID6FRMKK.html,Audi A3 2.0 TDI Ambition,1 968 cm3 • 140 KM • Audi A3 2.0 tdi,2009,232 923 km,Diesel,10 900,Prywatne,Tak,Tak,Audi,A3,2.0 TDI Ambition,8P (2003-2012),2009,232 923 km,1 968 cm3,Diesel,140 KM,Manualna,,Na przednie koła,,,,4.0 l/100km,7 l/100km,Kompakt,Tak,148 g/km,3,5,Czarny,Metalik,,,,03 sierpień 2009,FD183TQ,,,,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a1-samochod-kupiony-w-salonie-audi-ID6FUDSf.html,Audi A1 1.0 TFSI Sport S tronic,999 cm3 • 95 KM • Samochód kupiony w salonie Audi,2018,104 000 km,Benzyna,55 900,Prywatne,Tak,Tak,Audi,A1,1.0 TFSI Sport S tronic,,2018,104 000 km,999 cm3,Benzyna,95 KM,Automatyczna,,Na przednie koła,,,,3.0 l/100km,5 l/100km,Kompakt,,102 g/km,5,5,Biały,Metalik,,,Polska,,,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a3-2-0-tdi-140km-common-rail-2008r-lifting-bezwypadkowy-maly-przebieg-ID6GcYj4.html,Audi A3 2.0 TDI DPF Attraction,1 968 cm3 • 140 KM • 2.0 TDI 140KM Common Rail 2008r Lifting Bezwypadkowy Mały Przebieg,2008,195 797 km,Diesel,23 900,Prywatne,Tak,Tak,Audi,A3,2.0 TDI DPF Attraction,8P (2003-2012),2008,195 797 km,1 968 cm3,Diesel,140 KM,Manualna,,Na przednie koła,,,,,"10,70 l/100km",Kompakt,,183 g/km,2,5,Czarny,,,,,23 październik 2008,DW4TF21,Tak,,Tak,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a5-2016-sline-2-0-tfsi-84000km-ID6G2jSR.html,Audi A5 2.0 TFSI Quattro S tronic,1 984 cm3 • 224 KM • 2016 SLine 2.0 TFSI 84000km,2016,84 000 km,Benzyna,69 900,Prywatne,Tak,Tak,Audi,A5,2.0 TFSI Quattro S tronic,8T (2007-2016),2016,84 000 km,1 984 cm3,Benzyna,224 KM,Automatyczna,,,,,,,8 l/100km,Coupe,,,2,,Niebieski,,,,Stany Zjednoczone,styczeń 2016,WX8667E,Tak,,,Tak,Używane
